基金代码,交易日期,申购金额,赎回金额,申赎1曝光,申赎2曝光,申赎3曝光,基金类型,风险等级,主要投资行业,投资风格,流动性等级,星期-申购,星期-赎回,节假日,百度指数-申购,情绪热度,发薪收盘
1016,20240415,5415.71,3148.09,5724.74,2401.0,6949.68,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.18,0.17,1.0,61630.0,7598459.51,2424.12
530028,20240415,51088.51,29579.07,13328.71,5030.32,11225.68,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.19,0.18,1.0,2351.0,1769958.01,3282.74
1407,20240415,1352.74,1364.47,2420.78,2401.71,2449.04,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.15,0.16,1.0,326.0,8081132.05,4535.15
965,20240415,1562.15,1763.54,2597.39,2401.0,3134.98,混合型,中等,"金融-30%,科技-25%",平衡型,高,0.17,0.16,1.0,326.0,8081132.01,4535.15
385,20240415,4170.54,2921.68,2639.77,2424.31,2998.64,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.16,0.22,1.0,422.0,45984904.1,3057.48
192,20240415,20316.05,8551.75,4476.48,2660.96,5389.18,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.18,0.22,1.0,410.0,1769958.01,3282.74
164402,20240415,12379.57,6696.02,18170.55,2401.0,58722.25,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.21,0.2,1.0,422.0,436463.89,2367.05
168204,20240415,19037.34,16864.66,16524.58,2401.0,57019.05,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.19,0.17,1.0,2351.0,1769958.01,3282.74
166016,20240415,20410.59,4244.99,2675.09,2446.21,3128.62,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.16,0.22,1.0,2351.0,436463.98,2367.05
1338,20240415,6199.62,7534.71,6872.68,3209.15,8527.13,混合型,中等,"科技-30%,医疗健康-25%,新能源-20%",成长型,高,0.18,0.18,1.0,4303.0,1661998.22,12387.01
161024,20240415,6507.02,5326.95,12887.19,2401.0,32596.48,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%,其他-10%",平衡型,高,0.2,0.18,1.0,4303.0,436463.89,2367.05
1316,20240415,15257.81,10376.42,9145.96,3296.04,10023.34,混合型,中等,"医药生物-20%,电子-15%,计算机-10%",成长型,高,0.18,0.2,1.0,2351.0,2423780.35,17305.57
160717,20240415,1557.2,1350.64,3418.96,2401.0,3512.21,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%",平衡型,高,0.16,0.17,1.0,428.0,13992637.1,3397.21
161028,20240416,46436.84,37985.81,79466.46,2401.0,145145.02,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.24,0.18,1.0,86314.0,507076.67,2342.04
402,20240416,5677.0,2561.44,3689.52,2595.97,3929.71,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.19,0.19,1.0,410.0,7724199.01,4399.27
1480,20240416,4335.93,6438.79,10458.5,2401.0,23944.88,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.19,0.19,1.0,4183.0,7724199.01,4399.27
50027,20240416,93663.75,10045.07,19435.76,6130.22,14948.54,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.2,0.22,1.0,2495.0,2016773.76,3303.12
164906,20240416,12315.4,23634.55,58457.34,2401.0,67889.54,混合型,中等,"医药生物-20%,电子-15%",平衡型,高,0.2,0.23,1.0,4183.0,1681570.26,6314.26
100050,20240416,3008.69,3054.58,3564.48,2555.71,3763.7,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.16,0.17,1.0,4183.0,2016773.75,3303.12
86,20240416,9401.06,1378.36,11142.32,5859.66,8922.02,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.18,0.19,1.0,313.0,2016773.76,3303.12
1016,20240416,5745.69,2667.71,6441.05,2401.0,6665.7,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.2,0.18,1.0,86314.0,6837013.51,2412.42
530028,20240416,67466.3,28778.87,16590.98,5595.46,11522.38,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.22,0.23,1.0,2495.0,2016773.76,3303.12
1407,20240416,1350.03,1355.34,2420.07,2401.71,2437.73,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.15,1.0,313.0,7724199.05,4399.27
965,20240416,1513.65,1688.41,2615.05,2401.0,3048.09,混合型,中等,"金融-30%,科技-25%",平衡型,高,0.17,0.17,1.0,313.0,7724199.01,4399.27
385,20240416,4797.18,5452.04,2706.88,2436.32,3002.88,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.18,0.17,1.0,410.0,43517080.1,3007.17
192,20240416,22574.21,3886.42,4845.23,2725.96,5473.25,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.22,0.22,1.0,407.0,2016773.76,3303.12
164402,20240416,9674.33,7339.85,20939.74,2401.0,54614.38,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.19,0.19,1.0,410.0,507076.67,2342.13
168204,20240416,26216.2,29421.26,19702.79,2401.0,57233.1,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.21,0.22,1.0,2495.0,2016773.76,3303.12
166016,20240416,6692.2,7422.95,2749.27,2456.81,3150.52,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.18,0.21,1.0,2495.0,507076.76,2342.13
1338,20240416,10974.63,8524.35,7887.81,3550.36,8580.11,混合型,中等,"科技-30%,医疗健康-25%,新能源-20%",成长型,高,0.2,0.2,1.0,4183.0,1167978.48,12161.46
161024,20240416,11239.07,16157.61,14748.62,2401.0,30833.95,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%,其他-10%",平衡型,高,0.22,0.19,1.0,4183.0,507076.67,2342.13
1316,20240416,16935.75,11487.95,10650.65,3586.38,9824.83,混合型,中等,"医药生物-20%,电子-15%,计算机-10%",成长型,高,0.19,0.18,1.0,2495.0,1985664.48,17162.75
160717,20240416,1660.37,1637.33,3507.26,2401.0,3425.32,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%",平衡型,高,0.18,0.19,1.0,512.0,13075643.1,3368.29
161028,20240417,13154.31,29232.59,81641.54,2401.0,153286.59,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.16,0.22,1.0,58628.0,500105.23,2378.24
402,20240417,6894.58,8284.7,3736.15,2598.09,3999.64,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.19,1.0,394.0,8296671.01,4556.89
1480,20240417,3267.57,7136.99,11211.55,2401.0,26480.95,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.19,0.21,1.0,4237.0,8296671.01,4556.89
50027,20240417,84504.83,19537.36,19078.31,6022.85,15245.24,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.19,0.18,1.0,2283.0,1539281.89,3320.25
164906,20240417,13574.12,18970.76,59889.97,2401.0,72314.6,混合型,中等,"医药生物-20%,电子-15%",平衡型,高,0.18,0.18,1.0,4237.0,1729091.76,6421.52
100050,20240417,3605.14,4144.65,3552.47,2551.47,3777.82,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.16,0.17,1.0,4237.0,1539281.88,3320.25
86,20240417,8553.43,1402.91,11114.77,5769.95,8919.9,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.18,1.0,329.0,1539281.89,3320.25
1016,20240417,2765.37,3452.54,6585.87,2401.0,7008.31,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.21,1.0,58628.0,6900989.01,2439.96
530028,20240417,47463.23,38382.34,16225.06,5308.65,11718.06,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.18,0.19,1.0,2283.0,1539281.89,3320.25
1407,20240417,1349.98,1350.52,2426.43,2402.41,2438.44,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.19,1.0,329.0,8296671.05,4556.89
965,20240417,1590.5,2032.87,2641.89,2401.0,3141.33,混合型,中等,"金融-30%,科技-25%",平衡型,高,0.16,0.17,1.0,329.0,8296671.01,4556.89
385,20240417,3111.24,3803.87,2697.7,2429.96,3042.44,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.15,1.0,394.0,41625464.1,3071.48
192,20240417,21147.45,4750.39,4887.62,2727.37,5572.15,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.19,0.17,1.0,381.0,1539281.89,3320.25
164402,20240417,5541.36,7551.17,21562.11,2401.0,58713.06,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.21,1.0,394.0,500105.23,2378.33
168204,20240417,13884.0,22057.12,19782.62,2401.0,58229.87,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.18,0.21,1.0,2283.0,1539281.89,3320.25
166016,20240417,11340.08,4425.66,2791.65,2452.57,3209.15,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.21,0.21,1.0,2283.0,500105.32,2378.33
1338,20240417,10517.2,15325.46,7912.54,3437.33,9060.48,混合型,中等,"科技-30%,医疗健康-25%,新能源-20%",成长型,高,0.19,0.19,1.0,4237.0,1058607.35,12173.77
161024,20240417,3225.47,5840.41,15096.89,2401.0,33133.37,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%,其他-10%",平衡型,高,0.16,0.2,1.0,4237.0,500105.23,2378.33
1316,20240417,10734.33,8125.32,10847.03,3469.82,10299.55,混合型,中等,"医药生物-20%,电子-15%,计算机-10%",成长型,高,0.17,0.18,1.0,2283.0,1785120.22,17241.64
160717,20240417,1991.73,1852.45,3589.21,2401.0,3518.57,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%",平衡型,高,0.17,0.16,1.0,404.0,12721110.1,3414.68
161028,20240418,11095.02,40326.29,79253.11,2401.0,141883.45,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.14,0.17,1.0,52282.0,510216.51,2363.59
402,20240418,4351.78,4946.81,3714.95,2599.51,3923.35,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.16,0.15,1.0,385.0,8133449.51,4533.06
1480,20240418,3378.28,7219.91,10970.66,2401.0,24065.68,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.19,0.18,1.0,4101.0,8133449.51,4533.06
50027,20240418,123614.61,14268.79,19662.53,6504.63,14938.65,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.14,1.0,2039.0,1631584.51,3290.71
164906,20240418,13032.71,15318.05,60087.77,2401.0,65614.85,混合型,中等,"医药生物-20%,电子-15%",平衡型,高,0.19,0.18,1.0,4101.0,1588747.51,6413.05
100050,20240418,2730.37,3255.31,3505.14,2558.53,3700.82,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.22,0.16,1.0,4101.0,1631584.5,3290.71
86,20240418,14353.79,1349.98,11061.08,5861.08,8826.65,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.16,0.16,1.0,327.0,1631584.51,3290.71
1016,20240418,2879.7,5053.1,6747.64,2401.0,6638.14,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.16,1.0,52282.0,7407679.01,2445.3
530028,20240418,55024.59,28577.73,15806.85,5230.24,11131.02,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.17,0.17,1.0,2039.0,1631584.51,3290.71
1407,20240418,1350.44,1350.37,2427.84,2401.71,2435.61,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.18,0.17,1.0,327.0,8133449.55,4533.06
965,20240418,1788.31,1686.27,2646.84,2401.0,3070.69,混合型,中等,"金融-30%,科技-25%",平衡型,高,0.18,0.16,1.0,327.0,8133449.51,4533.06
385,20240418,6916.78,5741.83,2712.53,2434.2,3005.7,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.15,1.0,385.0,44143208.1,3074.32
192,20240418,19137.54,4073.13,4899.63,2723.13,5416.73,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.16,0.14,1.0,387.0,1631584.51,3290.71
164402,20240418,4731.07,11783.8,21149.55,2401.0,53109.69,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.17,1.0,385.0,510216.51,2363.68
168204,20240418,16901.09,20904.49,19574.22,2401.0,54728.11,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.18,0.18,1.0,2039.0,1631584.51,3290.71
166016,20240418,15864.21,2935.61,2819.91,2467.4,3294.63,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.19,0.16,1.0,2039.0,510216.6,2363.68
1338,20240418,16927.41,14181.71,8012.85,3528.46,8799.81,混合型,中等,"科技-30%,医疗健康-25%,新能源-20%",成长型,高,0.17,0.18,1.0,4101.0,1128439.22,12180.36
161024,20240418,3527.55,7128.54,15064.4,2401.0,30157.19,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%,其他-10%",平衡型,高,0.17,0.18,1.0,4101.0,510216.51,2363.68
1316,20240418,14850.06,13991.53,10926.86,3647.14,9822.01,混合型,中等,"医药生物-20%,电子-15%,计算机-10%",成长型,高,0.2,0.17,1.0,2039.0,1937901.85,17357.61
160717,20240418,1583.81,1800.62,3559.54,2401.0,3462.76,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%",平衡型,高,0.16,0.18,1.0,393.0,12982915.1,3412.89
161028,20240419,31625.65,24819.97,61817.81,2401.0,121310.91,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.19,0.2,1.0,51354.0,406365.45,2330.5
402,20240419,4085.8,5165.27,3579.32,2588.91,3784.89,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.14,0.12,1.0,436.0,7288907.51,4429.54
1480,20240419,5204.98,3575.66,9061.19,2401.0,20908.66,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.19,0.2,1.0,3410.0,7288907.51,4429.54
50027,20240419,91123.05,10285.44,17994.65,5991.76,14006.88,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.14,0.12,1.0,1762.0,2023699.51,3337.31
164906,20240419,11529.14,13149.92,45856.81,2401.0,56542.92,混合型,中等,"医药生物-20%,电子-15%",平衡型,高,0.17,0.18,1.0,3410.0,1377891.39,6315.53
100050,20240419,3518.28,2632.78,3412.6,2550.06,3574.37,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.23,0.19,1.0,3410.0,2023699.5,3337.31
86,20240419,12993.58,1349.98,10420.35,5840.59,8407.04,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.14,0.17,1.0,318.0,2023699.51,3337.31
1016,20240419,2007.83,1963.05,5944.43,2401.0,6025.67,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.16,0.17,1.0,51354.0,6377912.51,2430.68
530028,20240419,37114.77,25687.54,14177.13,5092.48,10245.86,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.13,0.12,1.0,1762.0,2023699.51,3337.31
1407,20240419,1349.98,1349.98,2418.66,2401.0,2427.84,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.17,0.16,1.0,318.0,7288907.55,4429.54
965,20240419,15192.99,1580.06,2581.85,2401.0,2948.48,混合型,中等,"金融-30%,科技-25%",平衡型,高,0.16,0.15,1.0,318.0,7288907.51,4429.54
385,20240419,3565.49,3340.51,2664.5,2429.96,2912.45,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.14,0.14,1.0,436.0,39661492.1,3065.36
192,20240419,15203.04,5238.73,4670.04,2718.19,5178.67,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.15,0.13,1.0,396.0,2023699.51,3337.31
164402,20240419,6037.18,14648.37,16948.44,2401.0,48004.35,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.18,0.18,1.0,436.0,406365.45,2330.59
168204,20240419,12994.63,17081.26,17267.03,2401.0,49606.52,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.16,0.14,1.0,1762.0,2023699.51,3337.31
166016,20240419,12710.05,7685.64,2848.87,2468.82,3307.34,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.2,0.15,1.0,1762.0,406365.54,2330.59
1338,20240419,33338.8,8537.27,7776.2,3546.12,8731.29,混合型,中等,"科技-30%,医疗健康-25%,新能源-20%",成长型,高,0.17,0.16,1.0,3410.0,964726.98,12007.56
161024,20240419,5076.48,7069.81,12293.79,2401.0,26870.9,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%,其他-10%",平衡型,高,0.16,0.19,1.0,3410.0,406365.45,2330.59
1316,20240419,16704.43,6756.06,9329.63,3446.51,8823.83,混合型,中等,"医药生物-20%,电子-15%,计算机-10%",成长型,高,0.15,0.15,1.0,1762.0,1634741.1,17200.61
160717,20240419,1594.67,1463.67,3296.04,2401.0,3311.58,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%",平衡型,高,0.15,0.16,1.0,410.0,11949439.1,3386.95
161028,20240420,2609.21,5011.74,31313.61,2401.0,31541.79,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.02,0.02,0.0,6342.0,406365.45,2330.5
402,20240420,3568.68,1575.31,3160.41,2527.45,2968.26,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.08,0.09,0.0,154.0,7288907.51,4429.54
1480,20240420,1380.17,1620.01,5413.2,2401.0,6893.87,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.04,0.03,0.0,588.0,7288907.51,4429.54
50027,20240420,36523.37,6169.86,12930.99,4866.43,7528.95,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.07,0.07,0.0,354.0,2023699.51,3337.31
164906,20240420,1766.18,4064.65,24792.59,2401.0,17530.53,混合型,中等,"医药生物-20%,电子-15%",平衡型,高,0.04,0.03,0.0,588.0,1377891.39,6315.53
100050,20240420,1486.07,2153.94,2976.03,2478.0,2903.98,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.04,0.07,0.0,588.0,2023699.5,3337.31
86,20240420,7706.69,1349.98,7653.28,4826.87,4795.79,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.1,0.09,0.0,179.0,2023699.51,3337.31
1016,20240420,1519.17,1706.02,4525.22,2401.0,3378.69,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.06,0.05,0.0,6342.0,6377912.51,2430.68
530028,20240420,16535.48,15088.53,10456.38,4375.46,5479.61,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.05,0.07,0.0,354.0,2023699.51,3337.31
1407,20240420,1349.98,1355.8,2412.3,2401.71,2415.83,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.08,0.08,0.0,179.0,7288907.55,4429.54
965,20240420,1377.07,1628.32,2478.0,2401.0,2533.81,混合型,中等,"金融-30%,科技-25%",平衡型,高,0.09,0.1,0.0,179.0,7288907.51,4429.54
385,20240420,2994.18,2219.66,2561.36,2425.02,2589.62,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.09,0.09,0.0,154.0,39661492.1,3065.36
192,20240420,7754.49,1976.41,3736.15,2621.4,3300.99,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.05,0.06,0.0,269.0,2023699.51,3337.31
164402,20240420,1834.43,1921.19,9603.02,2401.0,13467.17,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.04,0.03,0.0,154.0,406365.45,2330.59
168204,20240420,4272.21,3341.06,11078.74,2401.0,16514.69,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.04,0.04,0.0,354.0,2023699.51,3337.31
166016,20240420,1654.21,2197.61,2629.18,2434.91,2834.75,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.03,0.02,0.0,354.0,406365.54,2330.59
1338,20240420,6644.73,2579.63,5561.55,3047.38,4669.33,混合型,中等,"科技-30%,医疗健康-25%,新能源-20%",成长型,高,0.05,0.05,0.0,588.0,964726.98,12007.56
161024,20240420,3405.48,1859.12,7396.85,2401.0,8501.7,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%,其他-10%",平衡型,高,0.05,0.04,0.0,588.0,406365.45,2330.59
1316,20240420,6512.28,3128.97,6619.07,3080.58,4645.32,混合型,中等,"医药生物-20%,电子-15%,计算机-10%",成长型,高,0.06,0.06,0.0,354.0,1634741.1,17200.61
160717,20240420,1351.06,1350.18,2884.9,2401.0,2668.03,混合型,中等,"金融-30%,科技-25%,消费-20%,医疗-15%",平衡型,高,0.1,0.08,0.0,204.0,11949439.1,3386.95
161028,20240421,1706.86,6092.71,17113.74,2401.0,17241.6,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.02,0.02,0.0,4148.0,406365.45,2330.5
402,20240421,2337.32,4173.04,2773.29,2464.58,2704.06,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.08,0.09,0.0,149.0,7288907.51,4429.54
1480,20240421,1397.29,1827.08,3717.07,2401.0,4388.88,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.04,0.03,0.0,473.0,7288907.51,4429.54
50027,20240421,27390.57,7785.21,7985.3,3845.64,5405.43,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.06,0.06,0.0,342.0,2023699.51,3337.31
164906,20240421,1702.02,4806.75,13693.93,2401.0,9713.92,混合型,中等,"医药生物-20%,电子-15%",平衡型,高,0.03,0.02,0.0,473.0,1377891.39,6315.53
100050,20240421,1980.23,1370.34,2735.14,2442.68,2713.95,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.04,0.07,0.0,473.0,2023699.5,3337.31
86,20240421,4703.17,1349.98,5293.11,3810.32,3698.0,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.09,0.07,0.0,150.0,2023699.51,3337.31
1016,20240421,1513.29,1674.32,3758.75,2401.0,2976.03,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.06,0.05,0.0,4148.0,6377912.51,2430.68
530028,20240421,11654.9,9951.82,6756.12,3761.58,4136.69,混合型,中等,"金融-30%,信息技术-20%,医疗保健-15%",平衡型,高,0.05,0.05,0.0,342.0,2023699.51,3337.31
1407,20240421,1349.98,1814.35,2410.89,2402.41,2407.36,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.08,0.08,0.0,150.0,7288907.55,4429.54
965,20240421,1445.42,1460.44,2453.98,2401.0,2477.29,混合型,中等,"金融-30%,科技-25%",平衡型,高,0.07,0.09,0.0,150.0,7288907.51,4429.54
385,20240421,2830.01,2134.93,2478.0,2412.3,2512.62,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.08,0.08,0.0,149.0,39661492.1,3065.36
192,20240421,4981.38,1939.57,3037.49,2501.31,2856.64,混合型,中等,"金融-30%,科技-25%,消费-20%",平衡型,高,0.05,0.05,0.0,289.0,2023699.51,3337.31
